,bathrooms,bedrooms,latitude,longitude,price,num_photos,num_features,num_description_words,created_year,created_month,created_day,manager_id
100526,1.0,1,40.6167,-73.955,1475,4,4,217,2016,4,9,bd33c1763df45f2f10dc6bdaa56a47b4
10053,0.0,0,40.6503,-74.0135,2195,3,0,9,2016,6,12,a59839097adcf666abedd22ce8a13f38
100535,1.0,0,40.7852,-73.9777,1795,5,1,64,2016,4,19,18b801a90df27a4ea2452b1321a541ab
100536,1.0,2,40.7842,-73.948,2900,7,14,157,2016,4,12,e5e91eb9c964643e39094535865f391e
100543,1.0,1,40.7633,-73.9785,3250,7,11,125,2016,4,22,1fb46c4a72bcf764ac35fc23f394760d
100544,1.0,0,40.7443,-73.9859,3125,3,10,98,2016,4,4,dbcd76434811399599cd512ec4302943
100545,1.0,1,40.7462,-73.9757,2695,5,6,109,2016,4,6,4398a550168a2dde02ebd0acefa9e9be
100547,2.0,2,40.6905,-73.9668,3000,5,3,10,2016,4,5,f07272f8ceb99db4c1a7cbbd9ae7b75b
10055,1.0,2,40.7087,-74.0058,3995,5,11,203,2016,6,16,2aa9bfa5f67ed9997ea341dee8a3a271
100551,1.0,3,40.7187,-73.9831,4725,7,3,154,2016,4,12,c92135646d8aa5e4f9bc5c40add47f7b
100553,2.0,4,40.7489,-73.9732,5800,6,10,82,2016,4,5,e6472c7237327dd3903b3d6f6a94515a
100558,1.0,1,40.7331,-74.0055,3795,9,6,106,2016,4,11,2327c59ab1ee1a49eca7124ffc05d88a
100559,1.0,2,40.7299,-73.9819,3695,8,4,58,2016,4,21,4f79920540f0fc35876ba3521f19671d
100560,1.0,2,40.7405,-73.9767,3100,4,11,116,2016,4,30,b2f322e6ea73856e1ee88bf0d08eb54c
100561,2.0,3,40.7449,-73.9812,6150,10,7,102,2016,4,21,2983e45f7e0ad87d677dacd13e362785
100563,1.0,1,40.7775,-73.9483,2550,10,3,13,2016,4,21,92758310b2a962b943484e8be0237a19
100564,1.0,1,40.7974,-73.9706,2700,3,2,102,2016,4,30,546f784b992d2ba84024f41d342cafd7
100567,1.0,1,40.7518,-73.9849,3570,7,13,205,2016,4,20,5f60c639225516384a2b6496caa20a2a
10057,1.0,1,40.727,-74.0308,2800,12,3,48,2016,6,29,e5808a5e6cc13988fe596704428d38d5
100571,1.0,1,40.7421,-73.9788,2995,8,3,37,2016,4,2,43e4dbce2ccbccb10e038f88417b69d2
100574,1.0,0,40.7603,-73.961,2500,4,6,122,2016,4,22,d399821d8583b8421a55370c6eb15f6f
100577,2.0,2,40.7752,-73.9887,5795,20,3,135,2016,4,27,d306f3a34a793e6cb93b53226fc17653
100583,1.0,2,40.7081,-74.0065,3460,4,10,279,2016,4,30,e6472c7237327dd3903b3d6f6a94515a
100591,1.0,0,40.759,-73.9621,2000,4,4,49,2016,4,8,fc6e39fa6d54cfbc0109950411df29ca
100593,1.0,0,40.71,-74.0143,2595,4,3,102,2016,4,28,2c3b41f588fbb5234d8a1e885a436cfa
100596,1.0,0,40.7333,-73.9796,1950,4,0,160,2016,4,26,6cfb6df7e33b477a19562916d7fd61a0
100597,1.0,0,40.7894,-73.9764,2350,1,3,56,2016,4,22,5c50a37609dd7e7863d1afee5da184a6
100598,1.0,2,40.7427,-73.9794,2999,5,9,43,2016,4,2,e6472c7237327dd3903b3d6f6a94515a
100600,1.0,2,40.7865,-73.9744,2500,7,0,56,2016,4,13,4bdc3d8c1aaa90d997ce2cb77680679b
100601,1.0,1,40.7481,-73.9564,3160,10,6,113,2016,4,19,68f2877dad7ec5834e3b786f52d4e3b5
100602,1.0,2,40.7033,-73.92,2000,5,3,165,2016,4,26,324631e1aacaa41bc4475f879756bbb6
100604,1.0,0,40.7238,-73.9902,2650,4,7,48,2016,4,27,a9171b0aec2df7c31f96da798343d7ea
100605,1.0,0,40.7047,-74.0076,3138,1,5,34,2016,4,9,5dcb4e5c4364c9363cb7904458668d8d
10061,1.0,2,40.7466,-73.9779,3200,5,5,90,2016,6,7,efd6fb6d537509ab0fc98661e76d19b2
100613,1.0,1,40.7838,-73.9535,3850,7,5,88,2016,4,16,bf4bace5b07506d384aee0ce98896e93
100614,1.0,2,40.7705,-73.9485,2750,7,2,63,2016,4,18,dbbb6b990661b1e507a387f019bcb1a0
100617,1.0,0,40.7706,-73.9501,1750,4,0,18,2016,4,18,624c1fbd75e5f99e6a7164cce1b1b8a4
100619,1.0,4,40.8441,-73.9406,3200,9,5,42,2016,4,10,7c5e4fc025b70c6540d6b0e06716b9dd
100620,1.0,1,40.7568,-73.9982,3500,6,14,97,2016,4,7,39af186286605963b1d75543e1492c61
100622,1.0,2,40.6905,-73.9668,3000,5,2,36,2016,4,25,e3d2eaeebb73f2490096bb3508f5ffa8
100624,1.0,2,40.753,-73.9695,5095,7,7,151,2016,4,20,e5e91eb9c964643e39094535865f391e
100626,2.0,2,40.8071,-73.9552,3850,5,0,109,2016,4,15,7725c2b384a4e0103b802ac1b2100002
100628,1.0,0,40.7749,-73.9782,2280,5,5,70,2016,4,2,41735645e0f8f13993c42894023f8e58
100629,1.0,0,40.6461,-73.9617,1850,9,3,9,2016,4,13,c55f41447269371b42b287c8dadc0479
100630,1.0,2,40.7318,-73.9864,3450,3,0,36,2016,4,15,781c05e464ce94eaa436401d07f2a6cc
100633,1.0,1,40.7633,-73.9785,3250,7,11,125,2016,4,29,1fb46c4a72bcf764ac35fc23f394760d
100634,1.0,2,40.6774,-73.9583,2900,2,0,40,2016,4,29,a12c733c6cba53a6d2fe8a1fdfd5a674
100636,1.0,1,40.7628,-73.9849,3350,2,4,76,2016,4,15,62826f3ae01f2ddc93b9cd28c659ab2b
100638,1.0,1,40.6621,-73.9793,1995,3,2,116,2016,4,12,4b01241413ea168f704545a8aec899f7
10064,1.0,1,40.7247,-73.9935,4195,5,7,360,2016,6,10,9df32cb8dda19d3222d66e69e258616b
100640,1.0,2,40.8233,-73.9532,1900,7,12,84,2016,4,24,2a4e0d2668fde3afa267d312b3a2a9d8
100641,1.0,1,40.7343,-74.0094,3850,5,2,32,2016,4,19,abba62a6a83113e947f0b38a79e3c98b
100642,1.0,1,40.7632,-73.9907,2495,4,3,64,2016,4,20,9153d5678d7731f9ae283aba33932c1e
100644,0.0,1,40.745,-73.9863,4475,5,7,230,2016,4,20,151f60a5367a01a69260b3542570ace8
100646,1.0,0,40.7705,-73.9485,1895,4,3,76,2016,4,21,9d32b720e26a351b951c8f78f72f2fec
100648,1.0,1,40.6493,-73.974,2487,12,6,128,2016,4,12,7b1efdbec3e9dd76c7965fc3639f4791
100649,1.0,3,40.7729,-73.9485,5100,7,3,75,2016,4,21,9d32b720e26a351b951c8f78f72f2fec
100650,1.0,1,40.7625,-73.9864,3640,8,3,67,2016,4,12,381040570cc863b743a9fce1a6ae9724
100657,1.0,2,40.8222,-73.94,2100,7,7,164,2016,4,23,d0f76e52a73008f742614702f846c316
100658,1.0,2,40.7586,-73.9838,3505,6,3,65,2016,4,18,c8b10a317b766204f08e613cef4ce7a0
100659,1.0,3,40.8246,-73.9508,2700,12,7,70,2016,4,19,94e87282640f0a3bd6835ce386618a55
100660,0.0,0,40.7805,-73.9464,2775,8,10,85,2016,4,7,9df32cb8dda19d3222d66e69e258616b
100661,1.0,0,40.7974,-73.9708,2350,5,6,92,2016,4,12,3d61dc38744a7f36140c27520060db59
100662,1.0,2,40.8021,-73.9392,2250,7,7,70,2016,4,12,7b159051957a4788a872ecb307613757
100663,1.0,0,40.6898,-73.9797,2441,8,9,201,2016,4,5,c76c699bbebafa044318cc4242de71b8
100664,1.0,1,40.7334,-74.0047,4250,0,5,35,2016,4,7,67918d363385383856722272a2d3be19
100670,1.0,1,40.7735,-73.9064,2188,6,5,72,2016,4,21,76f6d0b50ac0b1cf36eebb7e5c8f88ee
100671,1.0,0,40.7771,-73.9515,1825,4,2,28,2016,4,2,b4518af7cc5d79517aca4157f1614478
100672,1.0,1,40.7601,-73.99,2650,4,1,63,2016,4,18,1067e078446a7897d2da493d2f741316
100677,1.0,0,40.7863,-73.971,2190,0,3,80,2016,4,10,001ce808ce1720e24a9510e014c69707
10068,1.0,0,40.7767,-73.9456,2199,3,5,33,2016,6,24,0ff0d93046667461eb044371b68a4999
100684,2.0,2,40.7669,-73.9344,3600,15,21,92,2016,4,20,45d1d01db6d90d7e15a1cb3cffd204a5
100685,1.0,1,40.7338,-74.0009,4650,4,4,25,2016,4,12,325c9db6be07ea0cff04041bacb8ac0d
100686,1.0,2,40.7494,-73.8801,2500,13,1,55,2016,4,15,e6472c7237327dd3903b3d6f6a94515a
100688,1.0,3,40.8419,-73.9377,2525,7,10,155,2016,4,16,ef349d064ed1eb9d92e7107cc8d90967
100689,1.0,1,40.7321,-74.008,4500,6,12,97,2016,4,12,e90f2ded843cdb2efd65ef47d9fc8029
100690,1.0,0,40.779,-73.9461,2100,5,1,91,2016,4,12,6e5c10246156ae5bdcd9b487ca99d96a
100692,1.0,1,40.7292,-73.986,2350,4,1,49,2016,4,6,136b844f49c4eae017d6cabe8ca03b9d
100694,3.0,3,40.7381,-73.992,14000,6,5,375,2016,4,14,ad3d8ddc52c7e0859b5c6c7f7949c3bd
100697,1.0,0,40.7369,-73.8633,1400,9,6,75,2016,4,18,dc1a8b86471fd028498f61346d35f13f
1007,1.0,1,40.7222,-73.9464,2292,5,2,95,2016,6,9,0f1be9ba74fde58b799ab67255ede9a4
10070,2.0,3,40.7316,-73.9838,5850,7,2,65,2016,6,14,2ec6c71d78dd9df9046ce6899ec42de8
100703,1.0,0,40.7559,-73.9658,1850,3,2,42,2016,4,21,e53661f13a30802f571c238dcd433e17
100709,1.0,1,40.7549,-73.969,3095,5,5,108,2016,4,19,9d32b720e26a351b951c8f78f72f2fec
100710,1.0,0,40.7198,-73.9991,6650,6,2,127,2016,4,8,bc9a2ff7c931ce7de08f50d429134a16
100718,1.0,2,40.7446,-73.974,3295,6,4,59,2016,4,4,1067e078446a7897d2da493d2f741316
100721,2.0,2,40.7826,-73.9509,7930,0,2,61,2016,4,15,333d32700fc44387e634f84880fe37e4
100723,1.0,1,40.7238,-73.9902,2999,5,12,45,2016,4,27,3dd447dbe6192bd543739fb793cda253
100725,1.0,0,40.7854,-73.9752,2100,5,3,46,2016,4,24,5239c98c3c2228c0369842750684054d
100727,2.0,2,40.7075,-74.0059,4800,6,9,136,2016,4,27,5314d4635a5d2d0ce5af039d5982b200
100729,1.0,2,40.6736,-73.9659,3000,5,4,144,2016,4,8,c170dc195490b8952858a85fa00e9515
10073,1.0,2,40.8063,-73.9157,2195,5,2,125,2016,6,4,c70606c5aea7770767998a3a18b0cd16
100732,1.0,1,40.7538,-73.974,2800,4,6,60,2016,4,25,9f39caedae295bf81e67463e6fd0af40
100734,1.0,1,40.7792,-73.9514,2599,3,5,95,2016,4,24,f44a6215f74f901ac7e326207f2984f7
100735,1.0,0,40.7621,-73.9638,1850,5,4,111,2016,4,22,603575a3da76fa757cd6451f3707819d
100737,1.0,0,40.7785,-73.9759,2575,12,3,97,2016,4,4,8d425b08cdf4dec134bf5b714ebac267
100739,2.0,2,40.6906,-73.9827,4083,8,8,140,2016,4,14,ee98230979d43398b162fb1047d89cab
100740,1.0,2,40.764,-73.9799,3600,0,2,1,2016,4,22,d1737922fe92ccb0dc37ba85589e6415
100742,1.0,0,40.707300000000004,-74.0046,2900,0,3,9,2016,4,6,b209e2c4384a64cc307c26759ee0c651
100743,1.0,1,40.7802,-73.9504,1925,3,0,72,2016,4,8,f854a175bb0ded36cee7f7c3ce930074
100744,1.0,1,40.7582,-73.9622,3115,6,9,214,2016,4,22,e6472c7237327dd3903b3d6f6a94515a
100748,1.0,2,40.7348,-73.9865,7000,9,3,81,2016,4,23,06e4f1d943f01da8d66e808a867122e1
100751,1.0,2,40.7409,-73.9812,2600,9,0,24,2016,4,18,f01d80f465348a6054bd7a9004af53b4
100753,2.0,2,40.7606,-73.9963,4000,5,11,126,2016,4,16,0cff4a2a147d81e51ae8a91289e129f7
100765,1.0,1,40.7775,-73.9536,2500,6,1,98,2016,4,29,a4e0096175a7f299d0f6e67edf143891
100767,1.0,2,40.7081,-74.0065,3400,4,8,186,2016,4,24,e6472c7237327dd3903b3d6f6a94515a
10077,1.0,2,40.7616,-73.9936,3500,5,1,53,2016,6,17,c3d876f112646134464b3b5635c15549
100770,1.0,1,40.7487,-73.9901,4295,6,13,259,2016,4,24,2645da97a81bfe1f4dbb98f3f4e167e0
100772,2.0,4,40.8365,-73.9441,3700,12,10,118,2016,4,2,692bc95ccace50ca2797a312e244bbfa
100774,1.0,1,40.7993,-73.9625,2500,0,0,9,2016,4,12,5239c98c3c2228c0369842750684054d
100776,1.0,2,40.7635,-73.9799,3800,5,4,105,2016,4,30,72cd64f85617625498465594c074a63a
100789,1.0,2,40.7528,-73.9709,3950,8,2,76,2016,4,22,0deedf33dbff76238ce386fc70728298
10079,1.0,3,40.7087,-73.955,4600,5,4,131,2016,6,23,346e4a70270dcce272e712f7c2c7e6f3
100791,1.0,1,40.7346,-74.0018,2600,5,4,180,2016,4,26,638ed61433b8d4a30d9498bd516d65cb
100793,1.0,1,40.7885,-73.9749,2300,3,4,39,2016,4,15,8064a8ffe2fad03f2906f6dcc6a7cdf9
100797,1.0,2,40.6882,-73.9615,2400,6,2,52,2016,4,14,416ed8318dae6e3d0702c00cab3d0bbf
100798,1.0,2,40.7568,-73.9982,3100,4,9,109,2016,4,11,537e06890f6a86dbb70c187db5be4d55
10080,1.0,1,40.7756,-73.9846,2995,5,10,117,2016,6,5,02e17b21a1814fb10336b2ee8ceb3e79
100805,1.0,1,40.7416,-73.9216,2030,11,6,100,2016,4,9,a10db4590843d78c784171a107bdacb4
100808,1.0,1,40.7562,-73.9964,3940,0,11,1,2016,4,5,b7de4cb395920136663132057fa89d84
100809,1.0,1,40.8064,-73.9181,1500,1,0,37,2016,4,30,12c0a30e296faa0dfd422fe918d7d4f4
100811,1.0,0,40.7462,-73.9757,2350,6,7,126,2016,4,2,dbbb6b990661b1e507a387f019bcb1a0
100812,1.0,3,40.7295,-73.9893,4300,6,1,119,2016,4,8,d9039c43983f6e564b1482b273bd7b01
100813,1.0,0,40.7619,-73.9854,3381,0,4,9,2016,4,6,b7ac9ec799257e346e47294cb2539659
100814,2.0,2,40.7373,-74.0042,5495,8,6,95,2016,4,9,ffd7307e4924587b30ec014a95db1362
100816,1.0,2,40.7447,-73.9774,3495,9,3,159,2016,4,30,4414b04ea8115e64639b64b73737036a
100818,2.0,2,40.7606,-73.9994,7000,8,15,177,2016,4,19,f57c49e2a0332e31fa984b47237fcd90
10082,3.0,5,40.7084,-74.0008,11257,11,9,38,2016,6,8,9daa743d34f2bf6917a2ce0c1716784f
100823,1.0,0,40.6629,-73.9846,2000,3,2,15,2016,4,29,a84460ab286ff80af9388c4ebc0f224e
100826,2.0,2,40.7716,-73.9812,13000,5,13,102,2016,4,8,2ce4ad2a77bc8190427196ea1e8cfe4e
100827,1.0,2,40.7165,-73.9505,3500,7,6,48,2016,4,11,699c325b818541f314b691b76f3238d7
100829,1.0,0,40.771,-73.9533,2100,2,0,121,2016,4,15,73a021c1ebc70d8a1ae3ba0ca5642ef2
100833,3.0,3,40.7725,-73.9819,15000,6,10,199,2016,4,7,aa9e353a6b43b125cbc89cb751090a9e
100837,1.0,2,40.7239,-73.9798,3300,1,1,80,2016,4,5,d7ddbc62dedf933d7d7ffbcd5daefba6
100839,1.0,2,40.7787,-73.909,2400,4,1,62,2016,4,28,e6472c7237327dd3903b3d6f6a94515a
10084,1.0,3,40.8309,-73.9486,2850,8,2,98,2016,6,4,bceb99a75e07af14a0d30676c4f85573
100840,1.0,3,40.7579,-73.9129,2500,0,0,9,2016,4,15,e6472c7237327dd3903b3d6f6a94515a
100841,1.0,2,40.7284,-73.9992,3500,6,5,97,2016,4,12,d2b7068bc4e5e74ba13954559d1d120d
100842,1.0,0,40.7655,-73.9817,2600,5,6,113,2016,4,19,e6472c7237327dd3903b3d6f6a94515a
100849,1.0,0,40.7439,-73.9971,2800,0,3,2,2016,4,17,525dab2c0e34bc398181143e4cfa5dcc
10085,1.0,1,40.7719,-73.9861,4595,10,7,134,2016,6,27,9dabdb9265d1817435c38f5488d90141
100850,2.0,3,40.7847,-74.0059,3500,12,12,167,2016,4,27,b68f249ae0aeb220626960fa1934c418
100852,1.0,4,40.708,-74.0149,4500,9,13,295,2016,4,8,e6472c7237327dd3903b3d6f6a94515a
100853,1.0,1,40.7301,-73.9927,4150,7,4,93,2016,4,2,21b4fbefbf8fdbdacc44986b13b12296
100854,1.0,1,40.7233,-73.9946,3495,4,0,6,2016,4,2,11d85e466ffd31666c7fb9ad1dc215d3
10086,1.0,2,40.7602,-73.9689,3450,8,12,115,2016,6,23,dd6b488d74624d64a0ba4767d990da83
100860,2.0,3,40.745400000000004,-73.9845,7500,9,16,70,2016,4,30,ad3d8ddc52c7e0859b5c6c7f7949c3bd
100862,1.0,0,40.7681,-73.9563,2650,3,3,122,2016,4,22,25297224cfcfc41e9922189511a74fed
100869,1.0,1,40.7678,-73.9915,3312,6,11,136,2016,4,12,63e8c482071c22f43dd91b954e75cc2c
100870,1.0,1,40.7401,-73.9887,4395,6,5,116,2016,4,15,1067e078446a7897d2da493d2f741316
100873,1.0,1,40.7327,-73.9931,3800,7,6,136,2016,4,22,2a1ee03b449700c3a15dd8c9a505c525
100874,1.0,2,40.7396,-74.0035,5000,10,5,78,2016,4,18,aa9e353a6b43b125cbc89cb751090a9e
100875,1.0,2,40.6907,-73.9216,3200,10,1,18,2016,4,11,324631e1aacaa41bc4475f879756bbb6
100876,1.0,2,40.86,-73.9052,1695,1,1,17,2016,4,14,0da38e009d387cb435f1aa12c4250d6a
100880,1.0,2,40.7972,-73.9488,3025,6,10,221,2016,4,22,4c18a8b2bc8fe1422001a50de037bfa5
100881,1.0,1,40.8539,-73.9318,1575,4,1,95,2016,4,14,119d9b577a2506cd7348d01fd5d0830b
100883,1.0,1,40.7699,-73.9488,2425,0,3,15,2016,4,29,38e613cd90ba43943211be10168ee175
100885,2.0,3,40.7624,-73.9964,7000,6,14,132,2016,4,12,0cff4a2a147d81e51ae8a91289e129f7
100886,1.0,1,40.7404,-73.929,2750,7,11,115,2016,4,10,6e5c10246156ae5bdcd9b487ca99d96a
100890,2.0,2,40.6927,-73.986,4975,8,6,117,2016,4,2,fb3ae4901ee8f66eed9ab6c43465a8a9
100894,2.0,2,40.7658,-73.9781,5400,4,7,147,2016,4,13,e6472c7237327dd3903b3d6f6a94515a
100897,1.0,1,40.7351,-73.978,5985,32,2,9,2016,4,11,8f5a9c893f6d602f4953fcc0b8e6e9b4
100899,1.0,1,40.7365,-73.8676,1395,3,2,56,2016,4,29,63c3a69116cae652632b0e80661cd3b5
100900,1.0,0,40.7988,-73.9694,1995,4,6,133,2016,4,28,f86873f49ff488d135afa75dc7eb0e06
100902,2.0,3,40.753,-73.9958,4900,4,8,167,2016,4,7,0a6b369f66e4abdf447ed4b3a8e02630
100903,1.0,3,40.7864,-73.9421,2975,7,0,57,2016,4,30,e6472c7237327dd3903b3d6f6a94515a
100904,1.0,0,40.7976,-73.968,2275,6,10,80,2016,4,7,3d61dc38744a7f36140c27520060db59
100906,1.0,0,40.7383,-74.0006,2525,6,5,126,2016,4,21,4414b04ea8115e64639b64b73737036a
100907,1.0,1,40.7617,-73.9617,2850,3,3,29,2016,4,29,781c05e464ce94eaa436401d07f2a6cc
100909,1.0,2,40.7297,-74.004,3750,5,2,57,2016,4,3,0b5cd828068acb8d8258c0a1566d2bc7
100910,1.0,0,40.7717,-73.9518,2250,3,5,72,2016,4,22,cb87dadbca78fad02b388dc9e8f25a5b
100911,3.0,4,40.7957,-73.9705,6100,6,9,105,2016,4,13,dd6b488d74624d64a0ba4767d990da83
100914,1.0,2,40.7401,-73.9822,2950,8,0,11,2016,4,21,edd073f8dea85637f8b7d589faa7902b
100920,1.0,3,40.7594,-73.9712,4800,5,8,59,2016,4,20,932589de9230b697808216774fa26bd4
100921,1.0,1,40.7061,-74.0111,4468,10,5,42,2016,4,21,cf0b808154edeb641c1ed8d24c7f16be
100922,1.0,1,40.8713,-73.9148,1500,4,2,75,2016,4,6,32396a0a600b721a4a7655d4ddcedc4d
100923,1.0,2,40.8266,-73.9398,1900,10,1,168,2016,4,14,1a3cf45d9e12115c358b461831eff1c8
100924,1.0,2,40.7803,-73.9466,2595,8,0,83,2016,4,6,de09725e4303496d757ed0b77c0baee2
100925,1.0,2,40.6661,-73.9882,2500,15,1,9,2016,4,16,e6472c7237327dd3903b3d6f6a94515a
100931,2.0,4,40.7035,-74.0109,6500,6,7,196,2016,4,14,ec4a185a4728e76b351ec7eb1a73b7c3
100933,1.0,0,40.7437,-73.9851,4145,8,5,116,2016,4,21,47d895a9b0e381e28a846d005fdbb84f
100940,3.0,3,40.745400000000004,-73.9776,11077,12,14,165,2016,4,11,1b737c5bd2a1bbb11388e502a2c5447b
100942,1.0,3,40.7192,-73.9828,4308,6,8,106,2016,4,8,a2745e4ddab320a1fde31d4bbbdbba47
100944,1.0,3,40.7067,-74.0101,3450,5,7,104,2016,4,21,6f1aeac17da650a577a87ac3a143a5ec
100945,1.0,1,40.7334,-74.0047,6500,10,10,172,2016,4,23,4414b04ea8115e64639b64b73737036a
100946,1.0,2,40.7348,-73.9865,3495,5,6,185,2016,4,15,30a7951cfc21240e8c46b2d079d292e5
100947,1.0,1,40.7779,-73.9515,3200,5,11,121,2016,4,3,c787809d15f031a66e6983f52786802b
10095,1.0,1,40.7658,-73.9171,1750,7,1,95,2016,6,20,212effbcc8f31fdb80b8dc41917a2661
100950,1.0,0,40.7638,-73.9941,2700,7,8,107,2016,4,8,0809e409300e8e24184fcd6161434204
100951,1.0,5,40.8025,-73.9587,6000,5,3,61,2016,4,15,d0f2082e8b795095061785ef5e8ac9e7
100953,1.0,2,40.753,-73.9695,3095,8,10,115,2016,4,18,dbbb6b990661b1e507a387f019bcb1a0
10096,1.0,1,40.7723,-73.9587,2600,6,3,70,2016,6,25,77a2ec69c31af35bad629aeef64322d9
100960,2.0,4,40.7062,-74.0099,4820,5,10,55,2016,4,16,4acf9a911e931833b6a45c2e539f4d08
100962,1.0,3,40.7231,-74.0044,3625,7,1,71,2016,4,10,b209e2c4384a64cc307c26759ee0c651
100963,1.0,2,40.7213,-73.9952,3995,5,4,99,2016,4,26,5ec401e31cfa49bd894f6d6e0dd218ab
100964,2.0,3,40.8247,-73.949,2859,13,9,75,2016,4,23,a44ed7921c20284cbd473e123cc39845
100969,1.0,1,40.7105,-73.9532,2400,9,7,57,2016,4,6,20ae02f6a3592ac6bcc4e1475aee9cd9
100971,1.0,1,40.8013,-73.9606,2500,5,7,170,2016,4,4,7e13ea9e0776c140254c4a61069fdeef
100972,1.0,2,40.7104,-73.9486,2856,10,7,248,2016,4,16,a10db4590843d78c784171a107bdacb4
100974,1.0,2,40.7079,-74.0099,3200,6,7,82,2016,4,27,045f9f5708f6896535892b85a81d8151
100976,1.0,1,40.795,-73.9708,2500,3,5,91,2016,4,28,e6472c7237327dd3903b3d6f6a94515a
100979,2.0,3,40.7748,-73.9551,7000,6,6,80,2016,4,13,2ce4ad2a77bc8190427196ea1e8cfe4e
100980,1.0,2,40.731,-73.9831,3398,6,10,128,2016,4,30,5f60c639225516384a2b6496caa20a2a
100981,1.0,2,40.8031,-73.957,3000,3,4,82,2016,4,27,9d32b720e26a351b951c8f78f72f2fec
100983,1.0,2,40.7412,-73.9772,3000,6,7,125,2016,4,16,5642b01c61afd6b54601365aedc96b68
100984,1.0,2,40.7669,-73.9621,5450,15,4,6,2016,4,13,d82432ca41910a345ee9591c37280484
100985,2.0,3,40.7443,-73.9805,6000,5,8,70,2016,4,24,e6472c7237327dd3903b3d6f6a94515a
100987,3.0,4,40.7463,-73.9773,6250,8,4,107,2016,4,6,e90f2ded843cdb2efd65ef47d9fc8029
100988,1.0,2,40.7299,-73.9826,3000,0,2,1,2016,4,16,62b685cc0d876c3a1a51d63a0d6a8082
100989,2.0,2,40.728,-73.9832,3600,7,6,80,2016,4,22,efd6fb6d537509ab0fc98661e76d19b2
100992,2.0,3,40.7676,-73.9601,4995,6,8,49,2016,4,20,e97e905f8a821f1446a1bc42f4d8802e
100997,2.0,3,40.7548,-73.9944,4500,7,7,72,2016,4,13,38d72c692c25ba828c02963a9b17fc72
101,1.0,2,40.6455,-73.961,2475,13,3,9,2016,6,12,8f5a9c893f6d602f4953fcc0b8e6e9b4
1010,1.0,0,40.7689,-73.9681,2850,4,2,111,2016,6,9,5511bb6c502eaf88b51bac57f7ad0be7
101003,1.0,2,40.7466,-73.9779,3500,4,11,74,2016,4,30,c224f0c13e8bb14e79409501911fce73
101005,1.0,0,40.7482,-74.0051,3485,6,6,123,2016,4,13,e99ac1cf98b9d5fa206b682b0848d548
101007,0.0,1,40.7775,-73.9835,3950,6,0,108,2016,4,16,fc81b75568d3655a922523cb0d77ea5b
101008,1.0,0,40.7334,-74.0047,3395,2,5,24,2016,4,30,6622a56323ab90abcace1f529cd7c95d
101012,1.0,2,40.7743,-73.9874,2625,2,2,100,2016,4,8,91a276fdb4c7ae5ff56fd0884b5121db
101013,2.0,2,40.7691,-73.9857,6800,10,7,124,2016,4,20,1067e078446a7897d2da493d2f741316
101018,1.0,2,40.7081,-74.0065,2500,5,8,145,2016,4,24,2aa9bfa5f67ed9997ea341dee8a3a271
101020,2.0,2,40.7652,-73.9897,5500,6,4,90,2016,4,9,2ce4ad2a77bc8190427196ea1e8cfe4e
101021,1.0,1,40.7283,-73.9875,3370,8,6,87,2016,4,5,81c2d2e6ad88e2d09d7f9260104f47d5
101023,1.0,1,40.743,-73.9805,3670,4,10,116,2016,4,20,6e5c10246156ae5bdcd9b487ca99d96a
101024,1.0,0,40.7989,-73.9535,1900,5,2,26,2016,4,27,af4c1320caaadd6a96098f5cea8a9d37
101026,1.0,2,40.7678,-73.9915,3175,7,12,199,2016,4,27,9dc1ef353c533fca7824ead84fa186a5
101028,1.0,2,40.6905,-73.9668,3000,5,2,92,2016,4,25,19de260c8d01e0eccaa7c87597bcbaa3
101034,4.0,5,40.7739,-73.9529,9400,14,5,53,2016,4,12,453d46f8113e1f2c730c2ee5a4469c71
101035,1.0,2,40.669200000000004,-73.9503,2395,6,2,140,2016,4,5,31724ced2fc02a025147233c542d8623
101036,1.0,0,40.7568,-73.9982,2400,5,14,178,2016,4,29,1fb46c4a72bcf764ac35fc23f394760d
101038,1.0,1,40.7299,-73.9819,2995,4,8,92,2016,4,28,e6472c7237327dd3903b3d6f6a94515a
101041,1.0,2,40.7039,-73.9425,2400,5,5,65,2016,4,29,a10db4590843d78c784171a107bdacb4
101042,1.0,1,40.7593,-73.9959,3690,6,8,106,2016,4,29,6e5c10246156ae5bdcd9b487ca99d96a
101045,1.0,2,40.7537,-73.9682,2575,5,1,38,2016,4,30,41735645e0f8f13993c42894023f8e58
101049,2.0,3,40.7376,-73.9738,5000,0,7,1,2016,4,9,62b685cc0d876c3a1a51d63a0d6a8082
101050,2.0,4,40.7061,-74.0111,5970,7,11,109,2016,4,29,72f1faabecc254c634629d8b29a30560
101051,1.0,1,40.7331,-73.9972,3200,3,0,4,2016,4,18,e6472c7237327dd3903b3d6f6a94515a
101053,1.0,1,40.7587,-73.9838,2600,5,6,73,2016,4,26,e6472c7237327dd3903b3d6f6a94515a
101058,1.0,3,40.708,-74.0149,3300,5,11,152,2016,4,5,614e9c02bcb1b7feaff502d4c1203c47
10106,1.0,0,40.8404,-73.9375,1500,4,1,79,2016,6,23,119d9b577a2506cd7348d01fd5d0830b
101063,1.0,2,40.844,-73.9414,2250,6,4,99,2016,4,23,2637547481b1d0b116843dcd4cf94211
